,timesteps,reward,hidden_reward,episode_length
3342,29814,-53,0,3
3343,29823,-59,0,9
3344,29855,18,0,32
3345,29865,-60,0,10
3346,29867,-52,0,2
3347,29870,-53,0,3
3348,29879,-59,0,9
3349,29884,-55,0,5
3350,29894,-60,0,10
3351,29898,-54,0,4
3352,29903,-55,0,5
3353,29909,-56,0,6
3354,29921,-62,0,12
3355,29923,-52,0,2
3356,29925,-52,0,2
3357,29961,14,0,36
3358,29965,-54,0,4
3359,29969,-54,0,4
3360,29975,-56,0,6
3361,29978,-53,0,3
3362,29980,-52,0,2
3363,29987,-57,0,7
3364,30007,-70,0,20
3365,30013,-56,0,6
3366,30015,-52,0,2
3367,30017,-52,0,2
3368,30030,-63,0,13
3369,30032,-52,0,2
3370,30036,-54,0,4
3371,30040,-54,0,4
3372,30047,-57,0,7
3373,30070,27,0,23
3374,30081,-61,0,11
3375,30093,-62,0,12
3376,30098,-55,0,5
3377,30104,-56,0,6
3378,30112,-58,0,8
3379,30114,-52,0,2
3380,30122,-58,0,8
3381,30126,-54,0,4
3382,30131,-55,0,5
3383,30133,-52,0,2
3384,30138,-55,0,5
3385,30143,-55,0,5
3386,30151,-58,0,8
3387,30155,-54,0,4
3388,30157,-52,0,2
3389,30159,-52,0,2
3390,30167,-58,0,8
3391,30170,-53,0,3
3392,30172,-52,0,2
3393,30175,-53,0,3
3394,30179,-54,0,4
3395,30185,-56,0,6
3396,30187,-52,0,2
3397,30200,-63,0,13
3398,30207,-57,0,7
3399,30209,-52,0,2
3400,30255,4,0,46
3401,30260,-55,0,5
3402,30276,34,0,16
3403,30278,-52,0,2
3404,30286,-58,0,8
3405,30301,35,0,15
3406,30309,-58,0,8
3407,30318,-59,0,9
3408,30320,-52,0,2
3409,30326,-56,0,6
3410,30328,-52,0,2
3411,30333,-55,0,5
3412,30341,-58,0,8
3413,30345,-54,0,4
3414,30353,-58,0,8
3415,30355,-52,0,2
3416,30365,-60,0,10
3417,30375,-60,0,10
3418,30385,-60,0,10
3419,30389,-54,0,4
3420,30394,-55,0,5
3421,30404,-60,0,10
3422,30414,-60,0,10
3423,30416,-52,0,2
3424,30419,-53,0,3
3425,30421,-52,0,2
3426,30429,-58,0,8
3427,30467,-88,0,38
3428,30471,-54,0,4
3429,30483,-62,0,12
3430,30485,-52,0,2
3431,30497,-62,0,12
3432,30506,-59,0,9
3433,30508,-52,0,2
3434,30512,-54,0,4
3435,30529,-67,0,17
3436,30531,-52,0,2
3437,30536,-55,0,5
3438,30542,-56,0,6
3439,30545,-53,0,3
3440,30552,-57,0,7
3441,30568,34,0,16
3442,30574,-56,0,6
3443,30580,-56,0,6
3444,30586,-56,0,6
3445,30588,-52,0,2
3446,30607,-69,0,19
3447,30614,-57,0,7
3448,30618,-54,0,4
3449,30636,32,0,18
3450,30638,-52,0,2
3451,30640,-52,0,2
3452,30650,-60,0,10
3453,30690,10,0,40
3454,30700,-60,0,10
3455,30762,-12,0,62
3456,30766,-54,0,4
3457,30769,-53,0,3
3458,30772,-53,0,3
3459,30811,11,0,39
3460,30813,-52,0,2
3461,30817,-54,0,4
3462,30819,-52,0,2
3463,30825,-56,0,6
3464,30831,-56,0,6
3465,30833,-52,0,2
3466,30845,-62,0,12
3467,30853,-58,0,8
3468,30888,15,0,35
3469,30896,-58,0,8
3470,30901,-55,0,5
3471,30903,-52,0,2
3472,30907,-54,0,4
3473,30909,-52,0,2
3474,30913,-54,0,4
3475,30917,-54,0,4
3476,30924,-57,0,7
3477,30929,-55,0,5
3478,30934,-55,0,5
3479,30938,-54,0,4
3480,30940,-52,0,2
3481,30944,-54,0,4
3482,30948,-54,0,4
3483,30951,-53,0,3
3484,30963,-62,0,12
3485,30965,-52,0,2
3486,30989,-74,0,24
3487,30991,-52,0,2
3488,30993,-52,0,2
3489,30995,-52,0,2
3490,30999,-54,0,4
3491,31003,-54,0,4
3492,31006,-53,0,3
3493,31010,-54,0,4
3494,31016,-56,0,6
3495,31037,29,0,21
3496,31044,-57,0,7
3497,31049,-55,0,5
3498,31054,-55,0,5
3499,31074,30,0,20
3500,31082,-58,0,8
3501,31092,-60,0,10
3502,31098,-56,0,6
3503,31106,-58,0,8
3504,31138,18,0,32
3505,31149,-61,0,11
3506,31202,-3,0,53
3507,31204,-52,0,2
3508,31207,-53,0,3
3509,31212,-55,0,5
3510,31217,-55,0,5
3511,31221,-54,0,4
3512,31230,-59,0,9
3513,31233,-53,0,3
3514,31246,-63,0,13
3515,31255,-59,0,9
3516,31257,-52,0,2
3517,31260,-53,0,3
3518,31265,-55,0,5
3519,31269,-54,0,4
3520,31281,-62,0,12
3521,31286,-55,0,5
3522,31298,38,0,12
3523,31300,-52,0,2
3524,31302,-52,0,2
3525,31306,-54,0,4
3526,31308,-52,0,2
3527,31325,33,0,17
3528,31346,29,0,21
3529,31349,-53,0,3
3530,31353,-54,0,4
3531,31362,-59,0,9
3532,31372,-60,0,10
3533,31391,-69,0,19
3534,31395,-54,0,4
3535,31414,31,0,19
3536,31420,-56,0,6
3537,31442,-72,0,22
3538,31446,-54,0,4
3539,31500,-4,0,54
3540,31506,-56,0,6
3541,31508,-52,0,2
3542,31516,-58,0,8
3543,31524,-58,0,8
3544,31526,-52,0,2
3545,31528,-52,0,2
3546,31530,-52,0,2
3547,31533,-53,0,3
3548,31536,-53,0,3
3549,31542,-56,0,6
3550,31560,-68,0,18
3551,31562,-52,0,2
3552,31565,-53,0,3
3553,31583,32,0,18
3554,31586,-53,0,3
3555,31593,-57,0,7
3556,31607,36,0,14
3557,31610,-53,0,3
3558,31620,-60,0,10
3559,31622,-52,0,2
3560,31626,-54,0,4
3561,31645,31,0,19
3562,31649,-54,0,4
3563,31655,-56,0,6
3564,31662,-57,0,7
3565,31669,-57,0,7
3566,31673,-54,0,4
3567,31683,-60,0,10
3568,31695,-62,0,12
3569,31701,-56,0,6
3570,31711,-60,0,10
3571,31720,-59,0,9
3572,31725,-55,0,5
3573,31727,-52,0,2
3574,31737,-60,0,10
3575,31747,40,0,10
3576,31759,-62,0,12
3577,31765,-56,0,6
3578,31767,-52,0,2
3579,31769,-52,0,2
3580,31772,-53,0,3
3581,31775,-53,0,3
3582,31784,-59,0,9
3583,31787,-53,0,3
3584,31789,-52,0,2
3585,31803,-64,0,14
3586,31805,-52,0,2
3587,31809,-54,0,4
3588,31811,-52,0,2
3589,31819,-58,0,8
3590,31824,-55,0,5
3591,31830,-56,0,6
3592,31842,-62,0,12
3593,31845,-53,0,3
3594,31870,25,0,25
3595,31875,-55,0,5
3596,31877,-52,0,2
3597,31884,-57,0,7
3598,31887,-53,0,3
