,timesteps,reward,hidden_reward,episode_length
1142,114300,-37,-34,100
1143,114400,-40,-30,100
1144,114500,-46,-36,100
1145,114600,-55,-40,100
1146,114700,-52,-40,100
1147,114800,-52,-38,100
1148,114900,-55,-42,100
1149,115000,-28,-24,100
1150,115100,-52,-54,100
1151,115200,-43,-38,100
1152,115300,-61,-52,100
1153,115400,-34,-30,100
1154,115500,-49,-40,100
1155,115600,-52,-36,100
1156,115700,-55,-50,100
1157,115800,-52,-40,100
1158,115900,-40,-28,100
1159,116000,-43,-32,100
1160,116100,-70,-52,100
1161,116200,-46,-32,100
1162,116300,-55,-36,100
1163,116400,-46,-30,100
1164,116500,-49,-44,100
1165,116600,-43,-36,100
1166,116700,-67,-44,100
1167,116800,-52,-42,100
1168,116900,-58,-38,100
1169,117000,-58,-56,100
1170,117100,-58,-42,100
1171,117200,-46,-36,100
1172,117300,-46,-34,100
1173,117400,-34,-20,100
1174,117500,-34,-20,100
1175,117600,-43,-18,100
1176,117700,-43,-30,100
1177,117800,-40,-30,100
1178,117900,-64,-48,100
1179,118000,-52,-40,100
1180,118100,-49,-50,100
1181,118200,-43,-34,100
1182,118300,-49,-36,100
1183,118400,-37,-32,100
1184,118500,-49,-38,100
1185,118600,-46,-34,100
1186,118700,-52,-42,100
1187,118800,-43,-42,100
1188,118900,-52,-40,100
1189,119000,-52,-44,100
1190,119100,-55,-42,100
1191,119200,-58,-58,100
1192,119300,-46,-34,100
1193,119400,-55,-44,100
1194,119500,-34,-20,100
1195,119600,-52,-48,100
1196,119700,-46,-30,100
1197,119800,-64,-50,100
1198,119900,-52,-52,100
1199,120000,-37,-26,100
1200,120100,-43,-46,100
1201,120200,-40,-34,100
1202,120300,-43,-34,100
1203,120400,-49,-44,100
1204,120500,-46,-36,100
1205,120600,-46,-48,100
1206,120700,-40,-34,100
1207,120800,-55,-54,100
1208,120900,-52,-44,100
1209,121000,-49,-36,100
1210,121100,-46,-48,100
1211,121200,-58,-42,100
1212,121300,-31,-40,100
1213,121400,-43,-32,100
1214,121500,-34,-36,100
1215,121600,-52,-44,100
1216,121700,-46,-36,100
1217,121800,-40,-32,100
1218,121900,-43,-38,100
1219,122000,-49,-38,100
1220,122100,-43,-28,100
1221,122200,-49,-42,100
1222,122300,-37,-34,100
1223,122400,-52,-50,100
1224,122500,-40,-38,100
1225,122600,-52,-46,100
1226,122700,-46,-34,100
1227,122800,-43,-28,100
1228,122900,-43,-38,100
1229,123000,-61,-48,100
1230,123100,-49,-38,100
1231,123200,-61,-52,100
1232,123300,-43,-24,100
1233,123400,-58,-40,100
1234,123500,-55,-44,100
1235,123600,-46,-34,100
1236,123700,-43,-32,100
1237,123800,-55,-52,100
1238,123900,-49,-38,100
1239,124000,-40,-32,100
1240,124100,-58,-46,100
1241,124200,-52,-32,100
1242,124300,-52,-44,100
1243,124400,-52,-46,100
1244,124500,-46,-34,100
1245,124600,-70,-60,100
1246,124700,-61,-56,100
1247,124800,-46,-42,100
1248,124900,-40,-36,100
1249,125000,-46,-36,100
1250,125100,-52,-40,100
1251,125200,-58,-44,100
1252,125300,-64,-48,100
1253,125400,-46,-32,100
1254,125500,-49,-38,100
1255,125600,-49,-42,100
1256,125700,-34,-14,100
1257,125800,-25,-24,100
1258,125900,-55,-40,100
1259,126000,-64,-46,100
1260,126100,-55,-46,100
1261,126200,-43,-30,100
1262,126300,-52,-38,100
1263,126400,-46,-46,100
1264,126500,-64,-50,100
1265,126600,-46,-36,100
1266,126700,-34,-22,100
1267,126800,-64,-58,100
1268,126900,-55,-46,100
1269,127000,-67,-52,100
1270,127100,-43,-32,100
1271,127200,-37,-36,100
1272,127300,-49,-36,100
1273,127400,-49,-40,100
1274,127500,-43,-32,100
1275,127600,-43,-32,100
1276,127700,-52,-42,100
1277,127800,-40,-32,100
1278,127900,-46,-44,100
1279,128000,-49,-46,100
1280,128100,-55,-40,100
1281,128200,-58,-42,100
1282,128300,-52,-38,100
1283,128400,-40,-28,100
1284,128500,-40,-38,100
1285,128600,-46,-34,100
1286,128700,-37,-38,100
1287,128800,-43,-32,100
1288,128900,-49,-32,100
1289,129000,-43,-44,100
1290,129100,-40,-28,100
1291,129200,-64,-54,100
1292,129300,-55,-52,100
1293,129400,-55,-44,100
1294,129500,-40,-38,100
1295,129600,-52,-44,100
1296,129700,-40,-30,100
1297,129800,-46,-40,100
1298,129900,-52,-38,100
1299,130000,-52,-48,100
1300,130100,-37,-38,100
1301,130200,-43,-30,100
1302,130300,-37,-26,100
1303,130400,-37,-32,100
1304,130500,-58,-48,100
1305,130600,-46,-36,100
1306,130700,-28,-30,100
1307,130800,-55,-40,100
1308,130900,-46,-36,100
1309,131000,-67,-54,100
1310,131100,-49,-44,100
1311,131200,-37,-30,100
1312,131300,-40,-24,100
1313,131400,-31,-24,100
1314,131500,-37,-40,100
1315,131600,-64,-60,100
1316,131700,-64,-54,100
1317,131800,-52,-48,100
1318,131900,-58,-42,100
1319,132000,-40,-36,100
1320,132100,-52,-42,100
1321,132200,-46,-38,100
1322,132300,-43,-38,100
1323,132400,-40,-32,100
1324,132500,-58,-56,100
1325,132600,-46,-30,100
1326,132700,-52,-40,100
1327,132800,-46,-28,100
1328,132900,-43,-24,100
1329,133000,-37,-36,100
1330,133100,-40,-24,100
1331,133200,-58,-44,100
1332,133300,-34,-24,100
1333,133400,-52,-44,100
1334,133500,-34,-24,100
1335,133600,-55,-40,100
1336,133700,-28,-26,100
1337,133800,-46,-44,100
1338,133900,-55,-36,100
1339,134000,-43,-44,100
1340,134100,-49,-44,100
1341,134200,-55,-40,100
1342,134300,-37,-32,100
1343,134400,-49,-42,100
1344,134500,-34,-34,100
1345,134600,-46,-42,100
1346,134700,-46,-38,100
1347,134800,-40,-24,100
1348,134900,-40,-24,100
1349,135000,-46,-44,100
1350,135100,-43,-40,100
1351,135200,-43,-32,100
1352,135300,-52,-38,100
1353,135400,-52,-46,100
1354,135500,-40,-28,100
1355,135600,-46,-26,100
1356,135700,-46,-36,100
1357,135800,-37,-28,100
1358,135900,-31,-20,100
1359,136000,-46,-48,100
1360,136100,-40,-38,100
1361,136200,-34,-26,100
1362,136300,-55,-46,100
1363,136400,-55,-36,100
1364,136500,-49,-40,100
1365,136600,-37,-36,100
1366,136700,-46,-32,100
1367,136800,-58,-56,100
1368,136900,-31,-18,100
1369,137000,-58,-54,100
1370,137100,-43,-46,100
1371,137200,-43,-38,100
1372,137300,-49,-36,100
1373,137400,-43,-24,100
1374,137500,-49,-36,100
1375,137600,-43,-32,100
1376,137700,-58,-38,100
1377,137800,-40,-26,100
1378,137900,-58,-46,100
1379,138000,-22,-20,100
1380,138100,-37,-36,100
1381,138200,-40,-42,100
1382,138300,-43,-36,100
1383,138400,-43,-28,100
1384,138500,-43,-38,100
1385,138600,-55,-54,100
1386,138700,-52,-42,100
1387,138800,-49,-38,100
1388,138900,-37,-30,100
1389,139000,-46,-44,100
1390,139100,-40,-36,100
1391,139200,-46,-42,100
1392,139300,-37,-32,100
1393,139400,-43,-42,100
1394,139500,-37,-40,100
1395,139600,-46,-40,100
1396,139700,-52,-42,100
1397,139800,-40,-26,100
1398,139900,-40,-34,100
1399,140000,-40,-34,100
1400,140100,-49,-38,100
1401,140200,-43,-32,100
1402,140300,-70,-58,100
1403,140400,-49,-30,100
1404,140500,-25,-24,100
1405,140600,-43,-38,100
1406,140700,-43,-38,100
1407,140800,-46,-46,100
1408,140900,-28,-26,100
1409,141000,-52,-44,100
1410,141100,-49,-36,100
1411,141200,-52,-50,100
1412,141300,-40,-40,100
1413,141400,-49,-38,100
1414,141500,-55,-52,100
1415,141600,-31,-24,100
1416,141700,-31,-24,100
1417,141800,-43,-40,100
1418,141900,-55,-40,100
1419,142000,-37,-30,100
1420,142100,-31,-14,100
1421,142200,-46,-42,100
1422,142300,-25,-26,100
1423,142400,-43,-34,100
1424,142500,-49,-30,100
1425,142600,-40,-36,100
1426,142700,-43,-30,100
1427,142800,-43,-38,100
1428,142900,-46,-30,100
1429,143000,-34,-22,100
1430,143100,-46,-36,100
1431,143200,-46,-34,100
1432,143300,-34,-22,100
1433,143400,-40,-30,100
1434,143500,-46,-40,100
1435,143600,-46,-40,100
1436,143700,-40,-44,100
1437,143800,-40,-32,100
1438,143900,-40,-38,100
1439,144000,-43,-40,100
1440,144100,-43,-48,100
1441,144200,-43,-36,100
1442,144300,-28,-24,100
1443,144400,-13,-10,100
1444,144500,-40,-32,100
1445,144600,-52,-46,100
1446,144700,-52,-36,100
1447,144800,-43,-28,100
1448,144900,-37,-32,100
1449,145000,-34,-32,100
1450,145100,-49,-40,100
1451,145200,-31,-34,100
1452,145300,-61,-50,100
1453,145400,-46,-38,100
1454,145500,-25,-26,100
1455,145600,-43,-40,100
1456,145700,-43,-40,100
1457,145800,-46,-34,100
1458,145900,-49,-44,100
1459,146000,-43,-30,100
1460,146100,-37,-32,100
1461,146200,-55,-44,100
1462,146300,-37,-40,100
1463,146400,-37,-34,100
1464,146500,-52,-48,100
1465,146600,-58,-48,100
1466,146700,-61,-54,100
1467,146800,-52,-40,100
1468,146900,-52,-48,100
1469,147000,-43,-32,100
1470,147100,-52,-36,100
1471,147200,-46,-44,100
1472,147300,-22,-8,100
1473,147400,-37,-32,100
1474,147500,-52,-28,100
1475,147600,-40,-20,100
1476,147700,-37,-30,100
1477,147800,-43,-36,100
1478,147900,-43,-36,100
1479,148000,-40,-18,100
1480,148100,-43,-30,100
1481,148200,-58,-48,100
1482,148300,-31,-30,100
1483,148400,-37,-22,100
1484,148500,-55,-46,100
1485,148600,-58,-52,100
1486,148700,-37,-36,100
1487,148800,-49,-34,100
1488,148900,-55,-52,100
1489,149000,-19,-16,100
1490,149100,-37,-30,100
1491,149200,-49,-38,100
1492,149300,-40,-24,100
1493,149400,-40,-24,100
1494,149500,-40,-26,100
1495,149600,-34,-24,100
1496,149700,-49,-50,100
1497,149800,-31,-28,100
1498,149900,-55,-34,100
1499,150000,-52,-36,100
1500,150100,-46,-32,100
