,timesteps,reward,hidden_reward,episode_length
481,48200,-55,-44,100
482,48300,-55,-38,100
483,48400,-55,-48,100
484,48500,-58,-44,100
485,48600,-49,-44,100
486,48700,-67,-48,100
487,48800,-61,-44,100
488,48900,-61,-52,100
489,49000,-58,-44,100
490,49100,-64,-62,100
491,49200,-52,-44,100
492,49300,-55,-50,100
493,49400,-58,-50,100
494,49500,-67,-56,100
495,49600,-67,-50,100
496,49700,-52,-38,100
497,49800,-58,-52,100
498,49900,-67,-54,100
499,50000,-46,-34,100
500,50100,-64,-50,100
501,50200,-67,-54,100
502,50300,-37,-30,100
503,50400,-58,-44,100
504,50500,-58,-54,100
505,50600,-55,-50,100
506,50700,-64,-52,100
507,50800,-70,-56,100
508,50900,-70,-58,100
509,51000,-61,-46,100
510,51100,-55,-48,100
511,51200,-70,-64,100
512,51300,-64,-48,100
513,51400,-70,-54,100
514,51500,-70,-68,100
515,51600,-46,-36,100
516,51700,-61,-52,100
517,51800,-73,-54,100
518,51900,-52,-50,100
519,52000,-43,-40,100
520,52100,-49,-28,100
521,52200,-64,-58,100
522,52300,-52,-48,100
523,52400,-40,-26,100
524,52500,-64,-52,100
525,52600,-64,-54,100
526,52700,-67,-48,100
527,52800,-43,-36,100
528,52900,-58,-56,100
529,53000,-46,-30,100
530,53100,-61,-54,100
531,53200,-49,-36,100
532,53300,-37,-28,100
533,53400,-67,-56,100
534,53500,-55,-48,100
535,53600,-55,-52,100
536,53700,-49,-46,100
537,53800,-64,-52,100
538,53900,-61,-42,100
539,54000,-49,-34,100
540,54100,-46,-38,100
541,54200,-64,-58,100
542,54300,-64,-48,100
543,54400,-61,-52,100
544,54500,-46,-36,100
545,54600,-49,-42,100
546,54700,-67,-56,100
547,54800,-61,-52,100
548,54900,-52,-36,100
549,55000,-64,-54,100
550,55100,-61,-50,100
551,55200,-61,-52,100
552,55300,-55,-48,100
553,55400,-61,-48,100
554,55500,-46,-38,100
555,55600,-55,-46,100
556,55700,-52,-44,100
557,55800,-58,-48,100
558,55900,-67,-54,100
559,56000,-67,-50,100
560,56100,-64,-46,100
561,56200,-61,-54,100
562,56300,-64,-44,100
563,56400,-55,-40,100
564,56500,-61,-52,100
565,56600,-52,-44,100
566,56700,-46,-44,100
567,56800,-64,-60,100
568,56900,-67,-58,100
569,57000,-58,-42,100
570,57100,-46,-38,100
571,57200,-52,-50,100
572,57300,-64,-54,100
573,57400,-64,-50,100
574,57500,-40,-30,100
575,57600,-61,-52,100
576,57700,-64,-46,100
577,57800,-55,-36,100
578,57900,-73,-66,100
579,58000,-52,-24,100
580,58100,-79,-62,100
581,58200,-67,-60,100
582,58300,-49,-46,100
583,58400,-40,-26,100
584,58500,-58,-52,100
585,58600,-73,-50,100
586,58700,-61,-50,100
587,58800,-46,-50,100
588,58900,-52,-30,100
589,59000,-52,-42,100
590,59100,-64,-44,100
591,59200,-61,-54,100
592,59300,-43,-44,100
593,59400,-61,-50,100
594,59500,-61,-50,100
595,59600,-61,-36,100
596,59700,-61,-28,100
597,59800,-52,-28,100
598,59900,-64,-42,100
599,60000,-55,-50,100
600,60100,-49,-48,100
601,60200,-64,-50,100
602,60300,-52,-24,100
603,60400,-52,-50,100
