,timesteps,reward,hidden_reward,episode_length
799,8071,42,32,8
800,8080,41,31,9
801,8085,45,35,5
802,8091,44,34,6
803,8098,43,33,7
804,8108,40,30,10
805,8117,41,31,9
806,8128,39,29,11
807,8136,42,32,8
808,8145,41,31,9
809,8153,42,32,8
810,8158,45,35,5
811,8170,38,28,12
812,8177,43,33,7
813,8183,44,34,6
814,8190,43,33,7
815,8209,31,21,19
816,8214,45,35,5
817,8224,40,30,10
818,8236,38,28,12
819,8243,43,33,7
820,8248,45,35,5
821,8254,44,34,6
822,8268,36,26,14
823,8277,41,31,9
824,8285,42,32,8
825,8290,45,35,5
826,8296,44,34,6
827,8307,39,29,11
828,8313,44,34,6
829,8322,41,31,9
830,8332,40,30,10
831,8339,43,33,7
832,8344,45,35,5
833,8350,44,34,6
834,8355,45,35,5
835,8363,42,32,8
836,8368,45,35,5
837,8375,43,33,7
838,8386,39,29,11
839,8398,38,28,12
840,8406,42,32,8
841,8413,43,33,7
842,8421,42,32,8
843,8428,43,33,7
844,8434,44,34,6
845,8440,44,34,6
846,8446,44,34,6
847,8454,42,32,8
848,8471,33,23,17
849,8476,45,35,5
850,8485,41,31,9
851,8492,43,33,7
852,8500,42,32,8
853,8507,43,33,7
854,8515,42,32,8
855,8522,43,33,7
856,8527,45,35,5
857,8533,44,34,6
858,8540,43,33,7
859,8546,44,34,6
860,8553,43,33,7
861,8560,43,33,7
862,8565,45,35,5
863,8573,42,32,8
864,8582,41,31,9
865,8590,42,32,8
866,8603,37,27,13
867,8612,41,31,9
868,8617,45,35,5
869,8623,44,34,6
870,8629,44,34,6
871,8634,45,35,5
872,8641,43,33,7
873,8648,43,33,7
874,8656,42,32,8
875,8664,42,32,8
876,8674,40,30,10
877,8682,42,32,8
878,8692,40,30,10
879,8700,42,32,8
880,8705,45,35,5
881,8713,42,32,8
882,8719,44,34,6
883,8726,43,33,7
884,8732,44,34,6
885,8738,44,34,6
886,8744,44,34,6
887,8751,43,33,7
888,8757,44,34,6
889,8762,45,35,5
890,8772,40,30,10
891,8777,45,35,5
892,8784,43,33,7
893,8797,37,27,13
894,8802,45,35,5
895,8808,44,34,6
896,8816,42,32,8
897,8824,42,32,8
898,8830,44,34,6
899,8839,41,31,9
900,8847,42,32,8
901,8853,44,34,6
902,8861,42,32,8
903,8869,42,32,8
904,8875,44,34,6
905,8882,43,33,7
906,8888,44,34,6
907,8904,34,24,16
908,8914,40,30,10
909,8925,39,29,11
910,8931,44,34,6
911,8939,42,32,8
912,8947,42,32,8
913,8954,43,33,7
914,8960,44,34,6
915,8965,45,35,5
916,8981,34,24,16
917,8986,45,35,5
918,8991,45,35,5
919,8997,44,34,6
920,9004,43,33,7
921,9011,43,33,7
922,9021,40,30,10
923,9028,43,33,7
924,9039,39,29,11
925,9046,43,33,7
926,9054,42,32,8
927,9063,41,31,9
928,9070,43,33,7
929,9075,45,35,5
930,9081,44,34,6
931,9087,44,34,6
932,9093,44,34,6
933,9102,41,31,9
934,9107,45,35,5
935,9113,44,34,6
936,9120,43,33,7
937,9131,39,29,11
938,9138,43,33,7
939,9147,41,31,9
940,9156,41,31,9
941,9163,43,33,7
942,9169,44,34,6
943,9175,44,34,6
944,9181,44,34,6
945,9189,42,32,8
946,9197,42,32,8
947,9203,44,34,6
948,9209,44,34,6
949,9214,45,35,5
950,9219,45,35,5
951,9230,39,29,11
952,9236,44,34,6
953,9247,39,29,11
954,9255,42,32,8
955,9263,42,32,8
956,9268,45,35,5
957,9274,44,34,6
958,9285,39,29,11
959,9291,44,34,6
960,9296,45,35,5
961,9309,37,27,13
962,9315,44,34,6
963,9325,40,30,10
964,9330,45,35,5
965,9336,44,34,6
966,9344,42,32,8
967,9353,41,31,9
968,9360,43,33,7
969,9370,40,30,10
970,9382,38,28,12
971,9389,43,33,7
972,9399,40,30,10
973,9408,41,31,9
974,9416,42,32,8
975,9424,42,32,8
976,9433,41,31,9
977,9443,40,30,10
978,9448,45,35,5
979,9460,38,28,12
980,9469,41,31,9
981,9474,45,35,5
982,9489,35,25,15
983,9501,38,28,12
984,9509,42,32,8
985,9520,39,29,11
986,9533,37,27,13
987,9541,42,32,8
988,9546,45,35,5
989,9553,43,33,7
990,9561,42,32,8
991,9568,43,33,7
992,9573,45,35,5
993,9580,43,33,7
994,9587,43,33,7
995,9596,41,31,9
996,9609,37,27,13
997,9615,44,34,6
998,9621,44,34,6
999,9635,36,26,14
1000,9642,43,33,7
1001,9649,43,33,7
1002,9655,44,34,6
1003,9662,43,33,7
1004,9669,43,33,7
1005,9677,42,32,8
1006,9683,44,34,6
1007,9688,45,35,5
1008,9702,36,26,14
1009,9708,44,34,6
1010,9716,42,32,8
1011,9726,40,30,10
1012,9731,45,35,5
1013,9739,42,32,8
1014,9749,40,30,10
1015,9763,36,26,14
1016,9771,42,32,8
1017,9778,43,33,7
1018,9787,41,31,9
1019,9798,39,29,11
1020,9803,45,35,5
1021,9809,44,34,6
1022,9817,42,32,8
1023,9823,44,34,6
1024,9830,43,33,7
1025,9844,36,26,14
1026,9857,37,27,13
1027,9865,42,32,8
1028,9874,41,31,9
1029,9881,43,33,7
1030,9889,42,32,8
1031,9897,42,32,8
1032,9906,41,31,9
1033,9913,43,33,7
1034,9923,40,30,10
1035,9929,44,34,6
1036,9934,45,35,5
1037,9941,43,33,7
1038,9946,45,35,5
1039,9952,44,34,6
1040,9962,40,30,10
1041,9969,43,33,7
1042,9977,42,32,8
1043,9983,44,34,6
1044,9988,45,35,5
1045,10000,38,28,12
1046,10008,42,32,8
1047,10013,45,35,5
1048,10018,45,35,5
1049,10031,37,27,13
1050,10036,45,35,5
1051,10044,42,32,8
1052,10052,42,32,8
1053,10057,45,35,5
1054,10066,41,31,9
1055,10075,41,31,9
1056,10088,37,27,13
1057,10095,43,33,7
1058,10101,44,34,6
1059,10108,43,33,7
1060,10113,45,35,5
1061,10119,44,34,6
1062,10127,42,32,8
1063,10135,42,32,8
1064,10143,42,32,8
1065,10152,41,31,9
1066,10158,44,34,6
1067,10165,43,33,7
1068,10176,39,29,11
1069,10188,38,28,12
1070,10195,43,33,7
1071,10207,38,28,12
1072,10215,42,32,8
1073,10225,40,30,10
1074,10232,43,33,7
1075,10239,43,33,7
1076,10246,43,33,7
1077,10252,44,34,6
1078,10258,44,34,6
1079,10269,39,29,11
1080,10280,39,29,11
1081,10292,38,28,12
1082,10301,41,31,9
1083,10308,43,33,7
1084,10316,42,32,8
1085,10321,45,35,5
1086,10327,44,34,6
1087,10332,45,35,5
1088,10344,38,28,12
1089,10351,43,33,7
1090,10360,41,31,9
1091,10365,45,35,5
1092,10378,37,27,13
1093,10385,43,33,7
1094,10392,43,33,7
1095,10401,41,31,9
1096,10407,44,34,6
1097,10416,41,31,9
1098,10425,41,31,9
1099,10431,44,34,6
1100,10437,44,34,6
1101,10443,44,34,6
1102,10450,43,33,7
1103,10457,43,33,7
1104,10468,39,29,11
1105,10477,41,31,9
1106,10482,45,35,5
1107,10490,42,32,8
1108,10495,45,35,5
1109,10503,42,32,8
1110,10509,44,34,6
1111,10517,42,32,8
1112,10523,44,34,6
1113,10530,43,33,7
1114,10538,42,32,8
1115,10544,44,34,6
1116,10551,43,33,7
1117,10557,44,34,6
1118,10567,40,30,10
1119,10575,42,32,8
1120,10583,42,32,8
1121,10589,44,34,6
1122,10595,44,34,6
1123,10601,44,34,6
1124,10607,44,34,6
1125,10617,40,30,10
1126,10623,44,34,6
1127,10628,45,35,5
1128,10638,40,30,10
1129,10645,43,33,7
1130,10655,40,30,10
1131,10661,44,34,6
1132,10668,43,33,7
1133,10673,45,35,5
1134,10678,45,35,5
1135,10685,43,33,7
1136,10693,42,32,8
1137,10699,44,34,6
1138,10704,45,35,5
1139,10721,33,23,17
1140,10726,45,35,5
1141,10731,45,35,5
1142,10737,44,34,6
1143,10742,45,35,5
1144,10747,45,35,5
1145,10755,42,32,8
1146,10763,42,32,8
1147,10769,44,34,6
1148,10775,44,34,6
1149,10781,44,34,6
1150,10788,43,33,7
1151,10795,43,33,7
1152,10804,41,31,9
1153,10812,42,32,8
1154,10821,41,31,9
1155,10828,43,33,7
1156,10837,41,31,9
1157,10845,42,32,8
1158,10851,44,34,6
1159,10860,41,31,9
1160,10870,40,30,10
1161,10875,45,35,5
1162,10885,40,30,10
1163,10894,41,31,9
1164,10900,44,34,6
1165,10912,38,28,12
1166,10919,43,33,7
1167,10925,44,34,6
1168,10930,45,35,5
1169,10939,41,31,9
1170,10947,42,32,8
1171,10954,43,33,7
1172,10968,36,26,14
